Commodities,Countries,Country Subcode,Rate Provision,District,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US),Quantity 1 (Gen),Quantity 1 (Cons),Quantity 2 (Gen),Quantity 2 (Cons),Card Count
"282550 Copper Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2020","12232165","12232165","","","","","80"
"282520 Lithium Oxide And Hydroxide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2011","7432887","7432887","","","","","42"
"282540 Nickel Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2016","5946037","5946037","","","","","59"
"850650 Primary Cells And Batteries, Lithium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2019","243275547","245420992","","","","","6437"
"850650 Primary Cells And Batteries, Lithium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2014","243912062","243548218","","","","","7855"
"711049 Iridium, Osmium And Ruthenium, Semimanufactured","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2012","183304","183304","","","","","11"
"850511 Permanent Magnets Made Of Metal","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2013","276278520","275580225","","","","","11935"
"850511 Permanent Magnets Made Of Metal","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2016","240128901","226029509","","","","","14179"
"282550 Copper Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2013","10925360","10925360","","","","","111"
"282580 Antimony Oxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2019","84365345","84612784","","","","","535"
"711049 Iridium, Osmium And Ruthenium, Semimanufactured","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2014","1520064","1520064","","","","","22"
"282520 Lithium Oxide And Hydroxide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2015","13272599","13272599","","","","","78"
"282540 Nickel Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2019","6997063","6997063","","","","","47"
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2020","9977974","9977974","","","","","27"
"282580 Antimony Oxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2016","71563621","71563621","","","","","509"
"282540 Nickel Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2012","4915964","4915964","","","","","64"
"850650 Primary Cells And Batteries, Lithium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","288031294","287507955","","","","","8345"
"711049 Iridium, Osmium And Ruthenium, Semimanufactured","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2020","4082933","4082933","","","","","31"
"282520 Lithium Oxide And Hydroxide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2018","17991653","17991653","","","","","77"
"282540 Nickel Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2011","4245925","4245925","","","","","38"
"850511 Permanent Magnets Made Of Metal","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2014","257798628","257516785","","","","","12790"
"282580 Antimony Oxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2018","113072802","113054649","","","","","545"
"850650 Primary Cells And Batteries, Lithium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2015","225510613","224833197","","","","","8229"
"282580 Antimony Oxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2013","107123475","106943475","","","","","502"
"850511 Permanent Magnets Made Of Metal","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","263407274","245434916","","","","","16074"
"282580 Antimony Oxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2011","156185405","156185405","","","","","602"
"282520 Lithium Oxide And Hydroxide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2013","6852926","6852926","","","","","36"
"282520 Lithium Oxide And Hydroxide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2012","10229822","10229822","","","","","54"
"850650 Primary Cells And Batteries, Lithium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2013","205578617","205583329","","","","","8042"
"850650 Primary Cells And Batteries, Lithium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2020","231891645","234369941","","","","","6278"
"282550 Copper Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2019","12407283","12407283","","","","","108"
"282580 Antimony Oxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2012","132074617","132074617","","","","","529"
"711049 Iridium, Osmium And Ruthenium, Semimanufactured","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","5528800","5528800","","","","","55"
"850511 Permanent Magnets Made Of Metal","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2018","342706323","324758985","","","","","17430"
"282580 Antimony Oxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2020","66098351","66136527","","","","","391"
"850511 Permanent Magnets Made Of Metal","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2011","303846851","298562345","","","","","12417"
"282550 Copper Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","16700273","16700273","","","","","111"
"282580 Antimony Oxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2014","101989519","102169519","","","","","491"
"711049 Iridium, Osmium And Ruthenium, Semimanufactured","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2011","269141","269141","","","","","9"
"282580 Antimony Oxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","99880514","99880514","","","","","586"
"282550 Copper Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2014","7508731","7508731","","","","","95"
"282550 Copper Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2015","9947808","9947808","","","","","102"
"282540 Nickel Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2014","6710729","6710729","","","","","45"
"711049 Iridium, Osmium And Ruthenium, Semimanufactured","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2015","4106142","4106142","","","","","36"
"850650 Primary Cells And Batteries, Lithium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2011","189566864","187960079","","","","","7690"
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2012","1351911","1351911","","","","","22"
"282520 Lithium Oxide And Hydroxide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2014","12044995","12044995","","","","","68"
"282540 Nickel Oxides And Hydroxides","ASEAN - Association of Southeast Asian Nations","All Country Subcodes","All Rate Provisions","All Districts","2011","760564","760564","","","","","2"
"282540 Nickel Oxides And Hydroxides","ASEAN - Association of Southeast Asian Nations","All Country Subcodes","All Rate Provisions","All Districts","2012","884145","884145","","","","","5"
"282540 Nickel Oxides And Hydroxides","ASEAN - Association of Southeast Asian Nations","All Country Subcodes","All Rate Provisions","All Districts","2013","3052782","3052782","","","","","18"
"282540 Nickel Oxides And Hydroxides","ASEAN - Association of Southeast Asian Nations","All Country Subcodes","All Rate Provisions","All Districts","2014","2370259","2370259","","","","","13"
"282540 Nickel Oxides And Hydroxides","ASEAN - Association of Southeast Asian Nations","All Country Subcodes","All Rate Provisions","All Districts","2015","1726603","1726603","","","","","10"
"282540 Nickel Oxides And Hydroxides","ASEAN - Association of Southeast Asian Nations","All Country Subcodes","All Rate Provisions","All Districts","2016","2376822","2376822","","","","","20"
"282540 Nickel Oxides And Hydroxides","ASEAN - Association of Southeast Asian Nations","All Country Subcodes","All Rate Provisions","All Districts","2017","3838018","3838018","","","","","31"
"282540 Nickel Oxides And Hydroxides","ASEAN - Association of Southeast Asian Nations","All Country Subcodes","All Rate Provisions","All Districts","2018","2235737","2235737","","","","","16"
"282540 Nickel Oxides And Hydroxides","ASEAN - Association of Southeast Asian Nations","All Country Subcodes","All Rate Provisions","All Districts","2019","2095330","2095330","","","","","16"
"282540 Nickel Oxides And Hydroxides","ASEAN - Association of Southeast Asian Nations","All Country Subcodes","All Rate Provisions","All Districts","2020","2125150","2125150","","","","","17"
"282550 Copper Oxides And Hydroxides","ASEAN - Association of Southeast Asian Nations","All Country Subcodes","All Rate Provisions","All Districts","2012","33750","33750","","","","","1"
"282550 Copper Oxides And Hydroxides","ASEAN - Association of Southeast Asian Nations","All Country Subcodes","All Rate Provisions","All Districts","2013","178600","178600","","","","","5"
"282550 Copper Oxides And Hydroxides","ASEAN - Association of Southeast Asian Nations","All Country Subcodes","All Rate Provisions","All Districts","2014","411472","411472","","","","","5"
"282550 Copper Oxides And Hydroxides","ASEAN - Association of Southeast Asian Nations","All Country Subcodes","All Rate Provisions","All Districts","2015","385776","385776","","","","","3"
"282550 Copper Oxides And Hydroxides","ASEAN - Association of Southeast Asian Nations","All Country Subcodes","All Rate Provisions","All Districts","2016","432000","432000","","","","","4"
